0,1,2,3,4
BS-2019-0350,낚시어선 아트호 · 어선 명진호 충돌사건,충돌,2~3톤미만,어선
BS-2019-0351,어선 제7만복호 부유물감김사건,부유물감김,30~50톤미만,어선
BS-2019-0353,어선 정덕호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0354,모터보트 덕승호 좌초사건,좌초,1~2톤미만,수상레저기구
BS-2019-0355,낚시어선 대성호 기관손상사건,기관손상,5~10톤미만,어선
BS-2019-0356,어장관리선 대성호 · 기타선 성진호 충돌사건,충돌,1~2톤미만,기타선
BS-2019-0356,어장관리선 대성호 · 기타선 성진호 충돌사건,충돌,1톤미만,기타선
BS-2019-0357,모터보트 허니써클호 운항저해사건,운항저해,2~3톤미만,수상레저기구
BS-2019-0358,어선 제132찬유호 추진축계손상사건,추진축계손상,25~30톤미만,어선
BS-2019-0359,기타선 태창1호 기관손상사건,기관손상,10~15톤미만,기타선
BS-2019-0360,석유제품운반선 양명호 선원부상사건,안전사고,"500~1,000톤미만",유조선
BS-2019-0361,어선 진진3호 추진축계손상사건,추진축계손상,5~10톤미만,어선
BS-2019-0362,어선 유진호 기관손상사건,기관손상,2~3톤미만,어선
BS-2019-0363,어장관리선 광영호 전복사건,전복,3~5톤미만,기타선
BS-2019-0364,낚시어선 뉴용진호 추진축계손상사건,조타장치손상,5~10톤미만,어선
BS-2019-0365,모터보트 아톰호 운항저해사건,운항저해,1톤미만,수상레저기구
BS-2019-0366,낚시어선 온누리호 부유물감김사건,부유물감김,5~10톤미만,어선
BS-2019-0367,모터보트 불사조호 기관손상사건,기관손상,1톤미만,수상레저기구
BS-2019-0368,카페리화물선 세주파이오니아호 · 어선 헬시 8 충돌사건,충돌,"1,000~5,000톤미만",화물선
BS-2019-0368,카페리화물선 세주파이오니아호 · 어선 헬시 8 충돌사건,충돌,100~500톤미만,어선
BS-2019-0369,어선 영진호 침수사건,침수,1~2톤미만,어선
BS-2019-0370,컨테이너선 머스크가로네 해양오염사건,해양오염,"50,000~100,000톤미만",화물선
BS-2019-0371,모터보트 77호 기관손상사건,기관손상,1톤미만,수상레저기구
BS-2019-0372,낚시어선 골드문호 · 어선 세운호 충돌사건,충돌,5~10톤미만,어선
BS-2019-0372,낚시어선 골드문호 · 어선 세운호 충돌사건,충돌,3~5톤미만,어선
BS-2019-0373,어선 제501태광호 부유물감김사건,부유물감김,30~50톤미만,어선
BS-2019-0374,어선 진양호 기관손상사건,기관손상,3~5톤미만,어선
BS-2019-0375,어선 현대호 기관손상사건,기관손상,5~10톤미만,어선
BS-2019-0376,어선 경복호 선원실종사건,안전사고,5~10톤미만,어선
BS-2019-0377,예인선 에이치제이호의 피예인부선 동창3500호 등부표 접촉사건,접촉,50~100톤미만,예인선
BS-2019-0377,예인선 에이치제이호의 피예인부선 동창3500호 등부표 접촉사건,접촉,"500~1,000톤미만",기타선
BS-2019-0378,모터보트 바다로1호 기관손상사건,기관손상,1~2톤미만,수상레저기구
BS-2019-0379,통선 오룡호 침몰사건,침몰,5~10톤미만,기타선
BS-2019-0380,어선 제909창성호 침수사건,침수,25~30톤미만,어선
BS-2019-0381,낚시어선 한바다호 조타장치손상사건,조타장치손상,5~10톤미만,어선
BS-2019-0382,낚시어선 해성호 기관손상사건,기관손상,3~5톤미만,어선
BS-2019-0383,어선 현대호 기관손상사건,기관손상,3~5톤미만,어선
BS-2019-0384,모터보트 파라다이스6호 기타사건,기타,1톤미만,수상레저기구
BS-2019-0385,어선 낙원호 조타장치손상사건,조타장치손상,3~5톤미만,어선
BS-2019-0386,모터보트 현대호 기관손상사건,기관손상,3~5톤미만,수상레저기구
BS-2019-0387,어선 동인호 부유물감김사건,부유물감김,30~50톤미만,어선
BS-2019-0388,기타선 성진호 화재사건,화재,5~10톤미만,기타선
BS-2019-0389,모터보트 하나마린호 부유물감김사건,부유물감김,1톤미만,수상레저기구
BS-2019-0390,어선 제701태양호 기타사건,기타,15~20톤미만,어선
BS-2019-0392,낚시어선 창성호 기관손상사건,기관손상,5~10톤미만,어선
BS-2019-0394,모터보트 진성호 부유물감김사건,부유물감김,1~2톤미만,수상레저기구
BS-2019-0395,낚시어선 피싱스타호 좌초사건,좌초,3~5톤미만,어선
BS-2019-0396,낚시어선 홍진호 추진축계손상사건,추진축계손상,5~10톤미만,어선
BS-2019-0397,낚시어선 두미도리조트1호 기관손상사건,기관손상,5~10톤미만,어선
BS-2019-0398,기타작업선 대상7호 침수사건,침수,20~25톤미만,기타선
BS-2019-0399,어선 재원호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0400,어선 진주호 추진축계손상사건,추진축계손상,3~5톤미만,어선
BS-2019-0401,어선 명진호 추진축계손상사건,추진축계손상,2~3톤미만,어선
BS-2019-0402,어선 양진호 부유물감김사건,부유물감김,1~2톤미만,어선
BS-2019-0404,낚시어선 조아라호 부유물감김사건,부유물감김,5~10톤미만,어선
BS-2019-0405,낚시어선 101청용호 기관손상사건,기관손상,5~10톤미만,어선
BS-2019-0406,낚시어선 해원호 기관손상사건,기관손상,3~5톤미만,어선
BS-2019-0408,어선 해금호 추진축계손상사건,기관손상,2~3톤미만,어선
BS-2019-0409,세일링요트 레이트 기관손상사건,기관손상,15~20톤미만,수상레저기구
BS-2019-0410,낚시어선 동경호 기관손상사건,기관손상,3~5톤미만,어선
BS-2019-0411,어선 제121금성호 기관손상사건,기관손상,50~100톤미만,어선
BS-2019-0413,어선 제225득명호 화재사건,화재,100~500톤미만,어선
BS-2019-0414,낚시어선 뉴나드리호 부유물감김사건,부유물감김,5~10톤미만,어선
BS-2019-0415,어선 덕명호 좌초사건,좌초,3~5톤미만,어선
BS-2019-0416,해양조사선 해금호 부유물감김사건,부유물감김,5~10톤미만,기타선
BS-2019-0417,컨테이너선 써니메이플호 작업원부상사건,안전사고,"1,000~5,000톤미만",화물선
BS-2019-0418,모터보트 솔로몬호 부유물감김사건,부유물감김,3~5톤미만,수상레저기구
BS-2019-0419,석유제품운반선 제101수성호 해양오염사건,해양오염,100~500톤미만,유조선
BS-2019-0420,어선 제1창진호 화재사건,화재,30~50톤미만,어선
BS-2019-0421,모터보트 천지호 기관손상사건,기관손상,3~5톤미만,수상레저기구
BS-2019-0422,모터보트 신진호 전복사건,전복,1~2톤미만,수상레저기구
BS-2019-0423,도선 7혜성호 부유물감김사건,부유물감김,25~30톤미만,여객선
BS-2019-0424,컨테이너선 컨쉽에라 작업원부상사건,안전사고,"5,000~10,000톤미만",화물선
BS-2019-0425,어선 영성2호 추진축계손상사건,추진축계손상,3~5톤미만,어선
BS-2019-0426,어선 동남2호 추진축계손상사건,추진축계손상,3~5톤미만,어선
BS-2019-0427,원양어선 제38한성호·석유제품운반선 대운호 충돌사건,충돌,100~500톤미만,어선
BS-2019-0427,원양어선 제38한성호·석유제품운반선 대운호 충돌사건,충돌,100~500톤미만,유조선
BS-2019-0430,어선 제102전양호·어선 일성호 충돌사건,충돌,25~30톤미만,어선
BS-2019-0430,어선 제102전양호·어선 일성호 충돌사건,충돌,2~3톤미만,어선
BS-2019-0433,어선 영일호·일반화물선 아틀란틱하모니 충돌사건,충돌,3~5톤미만,어선
BS-2019-0433,어선 영일호·일반화물선 아틀란틱하모니 충돌사건,충돌,"20,000~50,000톤미만",화물선
BS-2019-0434,모터보트 청해호 침수사건,침수,1~2톤미만,수상레저기구
BS-2019-0436,어선 제28세길호 해양오염사건,해양오염,50~100톤미만,어선
BS-2019-0437,어선 강양호· 석유제품운반선 살라미나 충돌사건,충돌,5~10톤미만,어선
BS-2019-0437,어선 강양호· 석유제품운반선 살라미나 충돌사건,충돌,"50,000~100,000톤미만",유조선
BS-2019-0438,어장관리선 신성호 기타사건,기타,3~5톤미만,기타선
BS-2019-0439,어선 원영호 화재사건,화재,3~5톤미만,어선
BS-2019-0440,어선 동산호·낚시어선 매니아호 충돌사건,충돌,2~3톤미만,어선
BS-2019-0440,어선 동산호·낚시어선 매니아호 충돌사건,충돌,2~3톤미만,어선
BS-2019-0441,모터보트 짱공연예술단호 기관손상사건,기관손상,1~2톤미만,수상레저기구
BS-2019-0442,군함 마라도함 · 원양어선 제718오룡호 충돌사건,충돌,"10,000~20,000톤미만",기타선
BS-2019-0442,군함 마라도함 · 원양어선 제718오룡호 충돌사건,충돌,100~500톤미만,어선
BS-2019-0443,낚시어선 동성호·낚시어선 동승호 충돌사건,충돌,5~10톤미만,어선
BS-2019-0443,낚시어선 동성호·낚시어선 동승호 충돌사건,충돌,2~3톤미만,어선
BS-2019-0444,낚시어선 천광호 좌초사건,좌초,3~5톤미만,어선
BS-2019-0445,세일링요트 서던바이브호 기관손상사건,기관손상,3~5톤미만,수상레저기구
BS-2019-0446,모터보트 해진호 운항저해사건,운항저해,1톤미만,수상레저기구
BS-2019-0447,어선 대성호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0448,모터보트 229호 기관손상사건,기관손상,1톤미만,수상레저기구
BS-2019-0449,세일링요트 유니콘호 기관손상사건,기관손상,3~5톤미만,수상레저기구
BS-2019-0450,어선 선명호 선원부상사건,안전사고,3~5톤미만,어선
BS-2019-0451,예인선 케이-1호 해양오염사건,해양오염,100~500톤미만,예인선
BS-2019-0452,관공선 경남237호 화재사건,화재,25~30톤미만,기타선
BS-2019-0453,어선 제21제일호 해양오염사건,해양오염,30~50톤미만,어선
BS-2019-0454,어선 해양호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0455,어선 윤경호 조타장치손상사건,조타장치손상,3~5톤미만,어선
BS-2019-0456,어선 제2014민성호 전복사건,전복,5~10톤미만,어선
BS-2019-0457,어선 제71금영호 화재사건,화재,50~100톤미만,어선
BS-2019-0458,석유제품운반선 에이원호 해양오염사건,해양오염,100~500톤미만,유조선
BS-2019-0459,어선 제701태양호 선원사망사건,안전사고,15~20톤미만,어선
BS-2019-0460,낚시어선 하나호 부유물감김사건,부유물감김,5~10톤미만,어선
BS-2019-0461,어선 2동명호 기관손상사건,기관손상,5~10톤미만,어선
BS-2019-0462,모터보트 이스테리아호 운항저해사건,운항저해,3~5톤미만,수상레저기구
BS-2019-0463,어선 킹스타호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0464,낚시어선 해인호 기관손상사건,기관손상,3~5톤미만,어선
BS-2019-0465,모래채취선 해신6호 선원부상사건,안전사고,"5,000~10,000톤미만",화물선
BS-2019-0466,낚시어선 한바다호·어선 제3보성호 충돌사건,충돌,5~10톤미만,어선
BS-2019-0466,낚시어선 한바다호·어선 제3보성호 충돌사건,충돌,3~5톤미만,어선
BS-2019-0467,모터보트 반송스타호 기관손상사건,기관손상,2~3톤미만,수상레저기구
BS-2019-0468,어선 시드래곤호 기관손상사건,기관손상,2~3톤미만,어선
BS-2019-0469,어선 만경201호 선원부상사건,안전사고,25~30톤미만,어선
BS-2019-0470,어선 해조호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0472,통선 성진호 해양오염사건,해양오염,20~25톤미만,기타선
BS-2019-0473,모터보트 봉1호 침수사건,침수,1톤미만,수상레저기구
BS-2019-0474,세일링요트 블루하모니호 양식장접촉사건,접촉,5~10톤미만,수상레저기구
BS-2019-0475,산적화물선 프린세스호 작업원부상사건,안전사고,"5,000~10,000톤미만",화물선
BS-2019-0476,낚시어선 부광호 추진축계손상사건,추진축계손상,3~5톤미만,어선
BS-2019-0478,어선 금창호 부유물감김사건,부유물감김,2~3톤미만,어선
BS-2019-0480,모터보트 스타마린17호 운항저해사건,운항저해,1톤미만,수상레저기구
BS-2019-0482,어선 우정호 기관손상사건,기관손상,2~3톤미만,어선
BS-2019-0483,모터보트 포세이돈호 기관손상사건,기관손상,5~10톤미만,수상레저기구
BS-2019-0484,어선 만진호 기관손상사건,기관손상,2~3톤미만,어선
BS-2019-0485,어선 상평호 기관손상사건,기관손상,30~50톤미만,어선
BS-2019-0487,어선 제3수덕호 운항저해사건,운항저해,50~100톤미만,어선
BS-2019-0488,어선 명진호 기타사건,기타,3~5톤미만,어선
BS-2019-0489,낚시어선 동성호 부유물감김사건,부유물감김,5~10톤미만,어선
BS-2019-0490,어선 제707경덕호 선원부상사건,안전사고,5~10톤미만,어선
BS-2019-0491,어선 혜월호 침수사건,침수,1톤미만,어선
BS-2019-0492,어선 천덕호 기관손상사건,기관손상,2~3톤미만,어선
BS-2019-0493,석유제품운반선 고려1호 조타장치손상사건,조타장치손상,50~100톤미만,유조선
BS-2019-0494,원양어선 미스 무라제바 양식장접촉사건,접촉,"1,000~5,000톤미만",어선
BS-2019-0495,어선 제13유진호 선원부상사건,안전사고,50~100톤미만,어선
BS-2019-0498,어선 바다호 선장사망사건,안전사고,1~2톤미만,어선
BS-2019-0499,어선 월산호 기관손상사건,기관손상,30~50톤미만,어선
BS-2019-0500,모터보트 로얄유니트2호 운항저해사건,운항저해,5~10톤미만,수상레저기구
BS-2019-0501,어선 제203경진호 침수사건,침수,100~500톤미만,어선
BS-2019-0502,어선 한성호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0504,낚시어선 하나호 부유물감김사건,부유물감김,5~10톤미만,어선
BS-2019-0505,모터보트 진성호 침수사건,침수,1~2톤미만,수상레저기구
BS-2019-0506,석유제품운반선 한유 드림호·석유제품운반선 타스코 아마리트 충돌사건,충돌,"1,000~5,000톤미만",유조선
BS-2019-0506,석유제품운반선 한유 드림호·석유제품운반선 타스코 아마리트 충돌사건,충돌,"5,000~10,000톤미만",유조선
BS-2019-0507,어선 구주호 부유물감김사건,부유물감김,1~2톤미만,어선
BS-2019-0508,낚시어선 골드스타2호 부유물감김사건,부유물감김,5~10톤미만,어선
BS-2019-0509,어선 승진호 조타장치손상사건,조타장치손상,3~5톤미만,어선
BS-2019-0510,모터보트 은광3호 기관손상사건,기관손상,5~10톤미만,수상레저기구
BS-2019-0511,낚시어선 울주호 부유물감김사건,부유물감김,3~5톤미만,어선
BS-2019-0513,산적화물선 유니코안나호 선원부상사건,안전사고,"10,000~20,000톤미만",화물선
BS-2019-0514,어선 환희호 부유물감김사건,부유물감김,3~5톤미만,어선
BS-2019-0516,어선 이천이년호 기관손상사건,기관손상,1~2톤미만,어선
BS-2019-0517,석유제품운반선 동운호 해양오염사건,해양오염,50~100톤미만,유조선
BS-2019-0520,모터보트 한짝대기호 전복사건,전복,1톤미만,수상레저기구
BS-2019-0521,어선 동양호 기관손상사건,기관손상,5~10톤미만,어선
